画面名 (JP),API List,Business Flow,Giải thích tính năng,Menu,Remark ,Screen (VI),Screen ID,Status,Sub menu,System,Thông tin hiển thị trên màn hình,URL,Wireframe list,サブメニュー,システム,メニュー,機能説明,画面表示情報
e-TimeCard通知設定,,,Thiết lập mail/push notifications cho attendance workflow.,e-TimeCard(対象外),,e-TimeCard Notification Setting,MO-ETC-024,Not started,,MOTO Portal,"Notification type, target role, send timing",/moto/e-timecard/notification-settings,,,派遣元ポータル,e-TimeCard,勤怠通知設定を管理する。,通知種別、送信対象、送信タイミング
ログイン,ST-AUTH-001-API-01-Staff login (https://www.notion.so/ST-AUTH-001-API-01-Staff-login-368f02c407dd80419581e4ee9a8aa883?pvs=21),ログインフロー (https://www.notion.so/362f02c407dd80fcb574ca2b01dc0c48?pvs=21),Đăng nhập staff app bằng ID/password hoặc OTP.,Authentication,,Login,ST-AUTH-001,Not started,,Staff Mobile APP,"Login ID, password, OTP status, error message",/staff/login,Untitled (https://www.notion.so/374f02c407dd80cc97e8f2e10d0315a1?pvs=21),,スタッフアプリ,認証,スタッフアプリへログインする。,ログインID、パスワード、OTP状態、エラーメッセージ
ログアウト,ST-AUTH-002-API-01-Staff logout (https://www.notion.so/ST-AUTH-002-API-01-Staff-logout-368f02c407dd8028b646c649b36a1a83?pvs=21),ログインフロー (https://www.notion.so/362f02c407dd80fcb574ca2b01dc0c48?pvs=21),Logout khỏi app.,Authentication,,Logout,ST-AUTH-002,Not started,,Staff Mobile APP,"Login user, logout datetime",/staff/logout,,,スタッフアプリ,認証,アプリからログアウトする。,ログインユーザー、ログアウト日時
パスワード初期化,"ST-AUTH-003-API-01-Request Password Reset (https://www.notion.so/ST-AUTH-003-API-01-Request-Password-Reset-368f02c407dd80809457d9ec9f46d77c?pvs=21), ST-AUTH-003-API-02-Confirm Password Reset (https://www.notion.so/ST-AUTH-003-API-02-Confirm-Password-Reset-36bf02c407dd800bbfc6d40c3b13fa07?pvs=21)",ログインフロー (https://www.notion.so/362f02c407dd80fcb574ca2b01dc0c48?pvs=21),Reset/change password.,Authentication,,Password Reset,ST-AUTH-003,Not started,,Staff Mobile APP,"Registered email/phone, reset result",/staff/password-reset,,,スタッフアプリ,認証,パスワードを初期化・変更する。,登録メール、電話番号、初期化結果
アカウントロック通知,ST-AUTH-004-API-01-Get Account Lock Notice (https://www.notion.so/ST-AUTH-004-API-01-Get-Account-Lock-Notice-36bf02c407dd8076b2a8cb6154892dbd?pvs=21),ログインフロー (https://www.notion.so/362f02c407dd80fcb574ca2b01dc0c48?pvs=21),Thông báo account bị lock.,Authentication,,Account Lock Notice,ST-AUTH-004,Not started,,Staff Mobile APP,"Lock reason, unlock instruction",/staff/account-locked,,,スタッフアプリ,認証,アカウントロック状態を通知する。,ロック理由、解除案内
ホーム,,,Dashboard chính của staff app.,Home,,Staff Dashboard,ST-HOME-001,Not started,,Staff Mobile APP,"Current contract, today shift, pending attendance, notifications",/staff/home,Untitled (https://www.notion.so/374f02c407dd80cc97e8f2e10d0315a1?pvs=21),,スタッフアプリ,ホーム,スタッフ向けホーム画面を表示する。,現在契約、本日シフト、未申請勤怠、通知
お知らせ一覧,"ST-HOME-002-API-01-Notification List (https://www.notion.so/ST-HOME-002-API-01-Notification-List-36bf02c407dd80eb8d40c1618686384e?pvs=21), ST-HOME-002-API-02-Mark Notification Read (https://www.notion.so/ST-HOME-002-API-02-Mark-Notification-Read-36bf02c407dd8088a8c1e978e26ce340?pvs=21)",,Danh sách thông báo tới staff.,Home,,Notification Center,ST-HOME-002,Not started,,Staff Mobile APP,"Notification title, unread status, sent datetime",/staff/notifications,,,スタッフアプリ,ホーム,スタッフ向け通知一覧を表示する。,通知タイトル、未読状態、送信日時
お知らせ詳細,ST-HOME-003-API-01-Notification Detail (https://www.notion.so/ST-HOME-003-API-01-Notification-Detail-36bf02c407dd803fb0d2f5074f6b1ab2?pvs=21),,Chi tiết announcement/notice.,Home,,Notification Detail,ST-HOME-003,Not started,,Staff Mobile APP,"Notice content, attachment, publish date",/staff/announcements/:id,,,スタッフアプリ,ホーム,お知らせ詳細を表示する。,お知らせ内容、添付ファイル、公開日
勤怠一覧,ST-ATT-001-API-01-Attendance List (https://www.notion.so/ST-ATT-001-API-01-Attendance-List-36bf02c407dd8000bcd7e246e2d4feba?pvs=21),,Danh sách attendance của staff.,Attendance Management,,Attendance List,ST-ATT-001,Not started,,Staff Mobile APP,"Work date, attendance status, approval status",/staff/attendance,Untitled (https://www.notion.so/374f02c407dd80beb0b0d6f22dd726bd?pvs=21),,スタッフアプリ,勤怠管理,スタッフ勤怠一覧を表示する。,勤務日、勤怠状態、承認状態
勤怠詳細,ST-ATT-002-API-01-Attendance Detail (https://www.notion.so/ST-ATT-002-API-01-Attendance-Detail-36bf02c407dd8080ba20eaed257cccaa?pvs=21),,Xem chi tiết attendance.,Attendance Management,,Attendance Detail,ST-ATT-002,Not started,,Staff Mobile APP,"Check-in/out, break time, overtime",/staff/attendance/:id,,,スタッフアプリ,勤怠管理,勤怠詳細を表示する。,出退勤時間、休憩時間、残業時間
勤怠入力,ST-ATT-003-API-01-Create Attendance (https://www.notion.so/ST-ATT-003-API-01-Create-Attendance-36bf02c407dd80d6ac1bf985ad854c09?pvs=21),,Nhập attendance hàng ngày.,Attendance Management,,Attendance Input,ST-ATT-003,Not started,,Staff Mobile APP,"Start/end time, break time, remarks",/staff/attendance/input,Untitled (https://www.notion.so/374f02c407dd80beb0b0d6f22dd726bd?pvs=21),,スタッフアプリ,勤怠管理,日次勤怠を入力する。,開始時間、終了時間、休憩時間、備考
勤怠修正,ST-ATT-004-API-01-Update Attendance (https://www.notion.so/ST-ATT-004-API-01-Update-Attendance-36bf02c407dd80a4a11bd68cf1b21cc0?pvs=21),,Chỉnh sửa attendance trước approval.,Attendance Management,,Attendance Edit,ST-ATT-004,Not started,,Staff Mobile APP,Modified attendance fields,/staff/attendance/:id/edit,Untitled (https://www.notion.so/374f02c407dd80beb0b0d6f22dd726bd?pvs=21),,スタッフアプリ,勤怠管理,承認前勤怠を修正する。,修正済勤怠項目
勤怠提出,ST-ATT-005-API-01-Submit Attendance (https://www.notion.so/ST-ATT-005-API-01-Submit-Attendance-36bf02c407dd807eb798fcefd96c5729?pvs=21),,Submit attendance for approval.,Attendance Management,,Attendance Submit,ST-ATT-005,Not started,,Staff Mobile APP,"Submit target period, submit status",/staff/attendance/submit,,,スタッフアプリ,勤怠管理,勤怠を提出する。,提出対象期間、提出状態
勤怠承認状況,ST-ATT-006-API-01-Attendance Approval Status (https://www.notion.so/ST-ATT-006-API-01-Attendance-Approval-Status-36bf02c407dd80e0826bd833f9f5364e?pvs=21),,Kiểm tra trạng thái approve attendance.,Attendance Management,,Attendance Approval Status,ST-ATT-006,Not started,,Staff Mobile APP,"Approval status, approver, rejected reason",/staff/attendance/approval-status,,,スタッフアプリ,勤怠管理,勤怠承認状況を確認する。,承認状態、承認者、却下理由
シフト予定,ST-ATT-007-API-01-Shift Schedule (https://www.notion.so/ST-ATT-007-API-01-Shift-Schedule-36bf02c407dd80a78431c768b42e8ffd?pvs=21),,Xem lịch làm việc/shift.,Attendance Management,,Shift Schedule,ST-ATT-007,Not started,,Staff Mobile APP,"Shift date, workplace, shift time",/staff/shifts,,,スタッフアプリ,勤怠管理,シフト予定を表示する。,シフト日、就業場所、勤務時間
勤務カレンダー,ST-ATT-008-API-01-Work Schedule Calendar (https://www.notion.so/ST-ATT-008-API-01-Work-Schedule-Calendar-36bf02c407dd807385effdc48f67fe60?pvs=21),,Calendar attendance/work schedule.,Attendance Management,,Work Schedule Calendar,ST-ATT-008,Not started,,Staff Mobile APP,"Monthly shifts, holidays, attendance status",/staff/calendar,,,スタッフアプリ,勤怠管理,勤務カレンダーを表示する。,月間シフト、休日、勤怠状態
残業アラート,ST-ATT-009-API-01-Overtime Alert List (https://www.notion.so/ST-ATT-009-API-01-Overtime-Alert-List-36bf02c407dd80c6981ccb6c549b6705?pvs=21),,Alert overtime/36 agreement limit.,Attendance Management,,Overtime Alert,ST-ATT-009,Not started,,Staff Mobile APP,"Overtime hours, warning level",/staff/overtime-alerts,,,スタッフアプリ,勤怠管理,残業・36協定アラートを通知する。,残業時間、警告レベル
通知設定,"ST-SET-001-API-01-Get Notification Setting (https://www.notion.so/ST-SET-001-API-01-Get-Notification-Setting-36bf02c407dd8032a144d34e791b7203?pvs=21), ST-SET-001-API-02-Update Notification Setting (https://www.notion.so/ST-SET-001-API-02-Update-Notification-Setting-36bf02c407dd80bba703eb7ae0ff0b33?pvs=21)",,Thiết lập push/email notifications.,Settings,,Notification Setting,ST-SET-001,Not started,,Staff Mobile APP,"Push status, mail notification status",/staff/settings/notifications,,,スタッフアプリ,設定,通知設定を管理する。,Push通知状態、メール通知状態
言語設定,"ST-SET-002-API-01-Get Language Setting (https://www.notion.so/ST-SET-002-API-01-Get-Language-Setting-36bf02c407dd8043925ff6ae09514aa2?pvs=21), ST-SET-002-API-02-Update Language Setting (https://www.notion.so/ST-SET-002-API-02-Update-Language-Setting-36bf02c407dd8033bfd2d8dc0d18816c?pvs=21)",,Đổi language app.,Settings,,Language Setting,ST-SET-002,Not started,,Staff Mobile APP,"Current language, available languages",/staff/settings/language,,,スタッフアプリ,設定,アプリ言語を変更する。,現在言語、利用可能言語
バージョン情報,ST-SET-003-API-01-App Version Information (https://www.notion.so/ST-SET-003-API-01-App-Version-Information-36bf02c407dd8099bd12eadb7f814867?pvs=21),,Xem app version info.,Settings,,App Version Information,ST-SET-003,Not started,,Staff Mobile APP,"App version, release date",/staff/settings/version,,,スタッフアプリ,設定,アプリバージョン情報を表示する。,アプリバージョン、リリース日
利用規約・プライバシー,ST-SET-004-API-01-Terms And Privacy (https://www.notion.so/ST-SET-004-API-01-Terms-And-Privacy-36bf02c407dd80388497d1112c5e7e4f?pvs=21),,Xem terms/privacy policy.,Settings,,Terms & Privacy,ST-SET-004,Not started,,Staff Mobile APP,"Terms content, policy update date",/staff/settings/policy,,,スタッフアプリ,設定,利用規約・プライバシーポリシーを表示する。,規約内容、更新日
アップロード結果,,,Upload result viewer,Batch Management,,Upload Result,PA-BAT-002,Not started,,Platform SaaS Admin,"Validation result, success count",/admin/upload-results,,,プラットフォーム管理,ファイル・バッチ管理,アップロード結果を参照する。,検証結果、成功件数
バッチ実行履歴,,,Batch execution history,Batch Management,,Batch Execution History,PA-BAT-003,Not started,,Platform SaaS Admin,"Batch name, execution status",/admin/batches,,,プラットフォーム管理,ファイル・バッチ管理,バッチ実行履歴を表示する。,バッチ名、実行状態
キュー監視,,,Monitor queue jobs,Batch Management,,Queue Monitoring,PA-BAT-004,Not started,,Platform SaaS Admin,"Queue size, failed jobs",/admin/queues,,,プラットフォーム管理,ファイル・バッチ管理,キュージョブを監視する。,キュー件数、失敗ジョブ
検証エラー一覧,,,Validation errors after upload,Batch Management,,Validation Error List,PA-BAT-005,Not started,,Platform SaaS Admin,"Error row, error message",/admin/validation-errors,,,プラットフォーム管理,ファイル・バッチ管理,アップロード検証エラー一覧を表示する。,エラー行、エラー内容
勤怠区分マスタ,,,Quản lý attendance type,Global Master Management,,Attendance Type Master,PA-GM-101,Not started,,Platform SaaS Admin,"Attendance code, overtime target, active status",,,,プラットフォーム管理,共通マスタ管理,勤怠区分を管理する。,勤怠コード、残業対象、有効状態
就業場所区分マスタ,,,Quản lý workplace type,Global Master Management,,Workplace Type Master,PA-GM-102,Not started,,Platform SaaS Admin,"Workplace code, display name",,,,プラットフォーム管理,共通マスタ管理,就業場所区分を管理する。,就業場所区分コード、表示名
勤務パターンマスタ,,,Quản lý work pattern,Global Master Management,,Work Pattern Master,PA-GM-103,Not started,,Platform SaaS Admin,"Start/end time, break rule, overtime rule",,,,プラットフォーム管理,共通マスタ管理,勤務パターンを管理する。,開始終了時間、休憩ルール、残業ルール
残業ルールマスタ,,,Quản lý overtime rule,Global Master Management,,Overtime Rule Master,PA-GM-104,Not started,,Platform SaaS Admin,"Threshold hours, overtime type",,,,プラットフォーム管理,共通マスタ管理,残業ルールを管理する。,閾値時間、残業区分
休日区分マスタ,,,Quản lý holiday type,Global Master Management,,Holiday Type Master,PA-GM-105,Not started,,Platform SaaS Admin,"Holiday code, paid/unpaid type",,,,プラットフォーム管理,共通マスタ管理,休日区分を管理する。,休日コード、有給区分
法定休日マスタ,,,Quản lý legal holiday,Global Master Management,,Legal Holiday Master,PA-GM-106,Not started,,Platform SaaS Admin,"Holiday date, holiday name",,,,プラットフォーム管理,共通マスタ管理,法定休日を管理する。,休日、休日名
36協定マスタ,,,Template labor agreement,Global Master Management,,36 Agreement Master,PA-GM-107,Not started,,Platform SaaS Admin,Monthly/yearly overtime limit,,,,プラットフォーム管理,共通マスタ管理,36協定テンプレートを管理する。,月間・年間残業上限
契約状態マスタ,,,Quản lý trạng thái contract,Global Master Management,,Contract Status Master,PA-GM-201,Not started,,Platform SaaS Admin,"Status code, display name",,,,プラットフォーム管理,共通マスタ管理,契約状態を管理する。,状態コード、表示名
契約種別マスタ,,,Quản lý loại contract,Global Master Management,,Contract Type Master,PA-GM-202,Not started,,Platform SaaS Admin,"Contract type code, label",,,,プラットフォーム管理,共通マスタ管理,契約種別を管理する。,契約種別コード、表示名
見積状態マスタ,,,Quản lý trạng thái estimate,Global Master Management,,Estimate Status Master,PA-GM-203,Not started,,Platform SaaS Admin,"Estimate status, display order",,,,プラットフォーム管理,共通マスタ管理,見積状態を管理する。,見積状態、表示順
請求状態マスタ,,,Quản lý billing status,Global Master Management,,Billing Status Master,PA-GM-204,Not started,,Platform SaaS Admin,"Billing status, overdue flag",,,,プラットフォーム管理,共通マスタ管理,請求状態を管理する。,請求状態、未払いフラグ
税率マスタ,,,Quản lý tax rate,Global Master Management,,Tax Rate Master,PA-GM-205,Not started,,Platform SaaS Admin,"Tax type, percentage, effective date",,,,プラットフォーム管理,共通マスタ管理,税率を管理する。,税区分、税率、適用日
承認状態マスタ,,,Quản lý approval status,Global Master Management,,Approval Status Master,PA-GM-301,Not started,,Platform SaaS Admin,"Approval status, approval level",,,,プラットフォーム管理,共通マスタ管理,承認状態を管理する。,承認状態、承認レベル
通知種別マスタ,,,Quản lý notification type,Global Master Management,,Notification Type Master,PA-GM-302,Not started,,Platform SaaS Admin,"Notification type, delivery method",,,,プラットフォーム管理,共通マスタ管理,通知種別を管理する。,通知種別、通知方法
メールテンプレートマスタ,,,Quản lý mail template,Global Master Management,,Mail Template Master,PA-GM-303,Not started,,Platform SaaS Admin,"Mail subject, template body",,,,プラットフォーム管理,共通マスタ管理,メールテンプレートを管理する。,メール件名、本文テンプレート
アラートルールマスタ,,,Quản lý alert/overtime rule,Global Master Management,,Alert Rule Master,PA-GM-304,Not started,,Platform SaaS Admin,"Alert condition, threshold, notify target",,,,プラットフォーム管理,共通マスタ管理,アラートルールを管理する。,アラート条件、閾値、通知先
都道府県マスタ,,,Quản lý prefecture JP,Global Master Management,,Prefecture Master,PA-GM-502,Not started,,Platform SaaS Admin,"Prefecture code, prefecture name",,,,プラットフォーム管理,共通マスタ管理,都道府県を管理する。,都道府県コード、都道府県名
業種マスタ,,,Quản lý industry,Global Master Management,,Industry Master,PA-GM-504,Not started,,Platform SaaS Admin,"Industry code, industry name",,,,プラットフォーム管理,共通マスタ管理,業種を管理する。,業種コード、業種名
代理申請（勤怠申請×複数）,,,,Attendance Management,,Đăng ký chấm công thay cho nhiều nhân viên,SCR-ATT-021,Not started,,MOTO Portal,,,,,派遣元ポータル,,特定日（単日）の複数人の勤怠申請を行う,
代理申請（締め申請×複数,,,"Chức năng upload , đăng ký giờ làm nhiều",Attendance Management,,Proxy application (multiple applications),MO-ATT-009,Not started,,MOTO Portal,,/moto/attendance/upload,,,派遣元ポータル,,複数人の締め申請を行う,
作成中派遣照会一覧,,,,Request Management,,Danh sách yêu cầu phái cử đang soạn thảo,SCR-SHO-001,Not started,,SAKI Portal,,,,,派遣先ポータル,,作成中の派遣照会一覧を表示する,
非表示案件復帰,,,,Request Management,,Khôi phục yêu cầu đã ẩn,SCR-SHO-006,Not started,,SAKI Portal,,,,,派遣先ポータル,,処理済み（画面非表示）の依頼を見積依頼・派遣照会状況画面に再表示する,
派遣照会作成 - 起票者プロファイル確認,,,,Request Management,,Tạo yêu cầu phái cử - Xác nhận thông tin người tạo,SCR-SHO-007,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の起票者プロファイルを確認する。電話番号の変更が可能。,
派遣照会作成 - 依頼条件入力,,,,Request Management,,Tạo yêu cầu phái cử - Nhập điều kiện yêu cầu,SCR-SHO-008,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の依頼条件を入力する。,
派遣照会作成 - 派遣会社指定,,,,Request Management,,Tạo yêu cầu phái cử - Chỉ định công ty phái cử,SCR-SHO-009,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の派遣会社を入力する。,
派遣照会作成 - 承認者選択,,,,Request Management,,Tạo yêu cầu phái cử - Chọn người phê duyệt,SCR-SHO-010,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の承認者を入力する。,
派遣照会作成 - 依頼内容確認,,,,Request Management,,Tạo yêu cầu phái cử - Xác nhận nội dung yêu cầu,SCR-SHO-011,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の入力内容を確認する。,
派遣照会作成 - 派遣照会完了,,,,Request Management,,Tạo yêu cầu phái cử - Hoàn tất,SCR-SHO-012,Not started,,SAKI Portal,,,,,派遣先ポータル,,新規派遣照会作成時の完了を表示する。,
作成中派遣照会詳細,,,,Request Management,,Chi tiết yêu cầu phái cử đang soạn thảo,SCR-SHO-002,Not started,,SAKI Portal,,,,,派遣先ポータル,,作成中の依頼内容を表示する,
作成中派遣照会削除,,,,Request Management,,Xác nhận xóa yêu cầu phái cử đang soạn thảo,SCR-SHO-003,Not started,,SAKI Portal,,,,,派遣先ポータル,,作成中の依頼の削除確認をする。,
派遣照会検索,,,,Request Management,,Tìm kiếm yêu cầu phái cử,SCR-SHO-004,Not started,,SAKI Portal,,,,,派遣先ポータル,,入力した条件で派遣照会を検索する。,
派遣照会検索結果,,,,Request Management,,Kết quả tìm kiếm yêu cầu phái cử,SCR-SHO-005,Not started,,SAKI Portal,,,,,派遣先ポータル,,"検索した派遣照会一覧を表示する。
（依頼の複製が可能）",
本パスワード設定画面,,,,Common,,Thiết lập mật khẩu lần đầu,SCR-AUT-003,Not started,,MOTO Portal,,,,,派遣元ポータル,,初回ログイン時に初期パスワードと変更後のパスワードを入力を行う,
スタッフ詳細画面,,,,Staff Management,,Chi tiết nhân viên,SCR-STF-008,Not started,,MOTO Portal,,,,,派遣元ポータル,,"スタッフの詳細情報を表示する
",
請求書修正・調整画面,,,,Billing Management,,Điều chỉnh / chỉnh sửa hóa đơn,SCR-INV-016,Not started,,MOTO Portal,,,,,派遣元ポータル,,"請求書の情報を修正・調整する画面
※勤怠データや立替金データとはことなる明細レコードを追加などする可能性がある（トラブル対応や特殊な取り決めへの対応）",
未請求契約一覧,,,,Billing Management,,Danh sách hợp đồng chưa xuất hóa đơn,SCR-INV-015,Not started,,MOTO Portal,,,,,派遣元ポータル,,請求書が発行できていない契約を表示する,
請求書提出取り消し画面,,,,Billing Management,,Hủy nộp hóa đơn,SCR-INV-014,Not started,,MOTO Portal,,,,,派遣元ポータル,,提出した請求書の取り消しを行う,
待遇情報提供・事業所抵触日通知内容設定,,,,Contract Management,,Thiết lập nội dung cung cấp thông tin chế độ đãi ngộ / thông báo ngày chạm giới hạn sử dụng lao động phái cử,SCR-BNF-001,Not started,,SAKI Portal,,,,,派遣先ポータル,,"待遇情報の提供・事業所抵触日の通知設定を行う。
派遣会社もしくは契約を選択して通知する。",
提供・通知内容入力,,,,Contract Management,,Nhập nội dung cung cấp / thông báo,SCR-BNF-002,Not started,,SAKI Portal,,,,,派遣先ポータル,,待遇情報の提供・事業所抵触日の通知内容を入力する,
作成中待遇情報提供・事業所抵触日一覧,,,,Contract Management,,Danh sách thông báo chế độ đãi ngộ / ngày chạm giới hạn đang soạn thảo,SCR-BNF-003,Not started,,SAKI Portal,,,,,派遣先ポータル,,"作成中の待遇情報提供・事業所抵触日通知の一覧を表示する
修正・削除・非表示・修正済通知の通知が可能",
作成中待遇情報提供・事業所抵触日修正,,,,Contract Management,,Chỉnh sửa thông báo chế độ đãi ngộ / ngày chạm giới hạn đang soạn thảo,SCR-BNF-004,Not started,,SAKI Portal,,,,,派遣先ポータル,,作成中の待遇情報提供・事業所抵触日通知を修正する,
Sample Màn hình tạo/edit: Screen Specification,,,,,,,,Not started,,,,,,,,,,
パスワード再発行手続き画面,,,,Common,,Cấp lại mật khẩu,SCR-AUT-004,Not started,,MOTO Portal,,,,,派遣元ポータル,,パスワードの忘失時に再発行を行うための画面,
パスワード再発行手続き画面,,,,Common,,Cấp lại mật khẩu,SCR-AUT-004,Not started,,SAKI Portal,,,,,派遣先ポータル,,パスワードの忘失時に再発行を行うための画面,
取引派遣元一覧,,,,Vendor Management,,Danh sách công ty phái cử đối tác,SCR-AGY-003,Not started,,SAKI Portal,,,,,派遣先ポータル,,取引を行う派遣元企業の一覧およびステータスを表示する,
取引派遣元追加,,,,Vendor Management,,Thêm công ty phái cử đối tác,SCR-AGY-002,Not started,,SAKI Portal,,,,,派遣先ポータル,,取引を行う派遣元企業を追加する,
取引派遣元詳細,,,,Vendor Management,,Chi tiết công ty phái cử đối tác,SCR-AGY-001,Not started,,SAKI Portal,,,,,派遣先ポータル,,取引を行う派遣元企業の詳細情報を表示する,
承認ルート管理,,,,Company Settings,,Quản lý luồng phê duyệt,SCR-APR-001,Not started,,SAKI Portal,,,,,派遣先ポータル,,派遣照会や契約を承認するための承認ルートを管理する,
操作ログ,,,,Common,,,,Not started,,Platform SaaS Admin,,,,,プラットフォーム管理,,プラットフォーム管理画面内の操作ログを表示、ダウンロードできる,
,,,,,,,,Not started,,Platform SaaS Admin,,,,,スタッフアプリ,,,
待遇情報提供・事業所抵触日一覧,,,,Contract Management,,Phê duyệt chốt công,SCR-ATT-022,Not started,,SAKI Portal,,,,,派遣先ポータル,,待遇情報提供・事業所抵触日通知の一覧を表示する,
勤怠締め承認,,,,Attendance Management,,Danh sách thông báo chế độ đãi ngộ / ngày chạm giới hạn,SCR-BNF-005,Not started,,SAKI Portal,,,,,派遣先ポータル,,勤怠締め承認を行う,
派遣先取引先管理,,,,Tenant Management,,,,Not started,,Platform SaaS Admin,,,,,プラットフォーム管理,,派遣先の取引先を管理する,
テナントセキュリティ設定,PA-TEN-019-API-01-Tenant Security Setting,,"Cấu hình bảo mật cho tenant (Hạn mật khẩu, độ phức tạp mật khẩu, IP restriction)",Tenant Management,,"  • Mỗi tenant setting được thời hạn password
  • PWD độ mạnh 
  • IP Address",PA-TEN-019,Not started,,Platform SaaS Admin,"Password Expiration, Force Complexity, Min length, Required chars, IP restrictions, Allowed IPs",/admin/tenants/:id/security,,,プラットフォーム管理,テナント管理,"
• パスワードの有効期限設定
• 複雑PW強制
• IP制限が必要
• テナント毎に設定可否/内容変更を行える必要がある",パスワード有効期限、複雑性強制、最小文字数、必須キャラクター、IPアドレス制限、許可IPリスト
請求一覧,,,Xem danh sách tất cả các invoice,Billing Management,,Invoice List,SA-BILL-001,Not started,,SAKI Portal,"Invoice No, Invoice Title, Billing Month, Amount",/saki/billing,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,請求一覧を表示する。,
請求一覧,,,Xem danh sách các công ty MOTO đang làm việc với SAKI có invoice cần xác nhận,Billing Management,,Invoice List,SA-BILL-002,Not started,,SAKI Portal,"Company No, Company Name, Invoice Month, Invoice Count",/saki/billing/company,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,請求一覧を表示する。,
請求一覧,,,Xem danh sách các invoice đã được lock,Billing Management,,Lock Invoice List,SA-BILL-004,Not started,,SAKI Portal,,/saki/billing/lock,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,Lock Invoice List,
請求一覧,,,Xem danh sách các department có invoice cần xác nhận,Billing Management,,Invoice List,SA-BILL-003,Not started,,SAKI Portal,"Department No, Department Name, Invoice Month, Invoice Count",/saki/billing/department,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,請求一覧を表示する。,
請求一覧,,,Xem danh sách các invoice trong 1 company MOTO,Billing Management,,Company Invoice Detail,SA-BILL-006,Not started,,SAKI Portal,"Company No, Company Name, Invoice List",/saki/billing/company/:companyId,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,Company Invoice Detail,
請求一覧,,,Xem danh sách các invoice chưa được lock,Billing Management,,Unlock Invoice List,SA-BILL-005,Not started,,SAKI Portal,,/saki/billing/unlock,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,Unlock Invoice List,
請求一覧,,,Xem danh sách cáci invoice trong 1 department,Billing Management,,Deparment Invoice Detail,SA-BILL-007,Not started,,SAKI Portal,"Department No, Department Name, Invoice List",/saki/billing/department/:departmentId,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,Deparment Invoice Detail,
請求詳細,,,Xem chi tiết invoice.,Billing Management,,Invoice Detail,SA-BILL-008,Not started,,SAKI Portal,"Billing detail, attendance summary",/saki/billing/:id,Untitled (https://www.notion.so/374f02c407dd801b9aead10f5d9c2283?pvs=21),,派遣先ポータル,,請求詳細を表示する。,請求明細、勤怠集計
請求書PDF,,,Download invoice PDF.,Billing Management,,Invoice PDF Download,SA-BILL-009,Not started,,SAKI Portal,"PDF file, generated datetime",/saki/billing/:id/pdf,Untitled (https://www.notion.so/374f02c407dd803b9720efaef1239ba6?pvs=21),,派遣先ポータル,,請求書PDFをダウンロードする。,PDFファイル、生成日時
特別条項適用申請作成,,,Tạo mới và đăng ký yêu cầu áp dụng điều khoản đặc biệt của Hiệp định 36,,,Tạo yêu cầu điều khoản đặc biệt,SA-ATT-010,Not started,,SAKI Portal,Tạo yêu cầu điều khoản đặc biệt,/saki/attendance/special-clause/create,,,派遣先ポータル,,36協定の特別条項適用申請を新規に作成・登録する画面です。,<JP>
特別条項適用申請詳細,,,Chi tiết yêu cầu điều khoản đặc biệt,,,Chi tiết yêu cầu điều khoản đặc biệt,SA-ATT-011,Not started,,SAKI Portal,Chi tiết yêu cầu điều khoản đặc biệt,/saki/attendance/special-clause/:id,,,派遣先ポータル,,申請された特別条項の適用内容や、現在の承認ステータスを詳細に確認する画面です。,<JP>
勤怠承認者選択,,,Chọn người phê duyệt tổng kết điểm danh,Attendance Management,,Select Attendance Approver,MO-ATT-025,Not started,,MOTO Portal,Select Attendance Approver,/moto/attendance/approver,,,派遣元ポータル,,勤怠集計の承認者を選択する。,勤怠集計の承認者
勤怠集計承認者の確定,,,Xác nhận trở thành người phê duyệt tổng kết điểm danh,Attendance Management,,Confirm Attendance Approver,MO-ATT-026,Not started,,MOTO Portal,Confirm become Approver,/moto/attendance/approver/confirm,,,派遣元ポータル,,勤怠集計の承認者になることを確認する。 ,勤怠集計承認者の確定
特別条項適用申請編集,,,Sửa đổi yêu cầu điều khoản đặc biệt,,,Sửa đổi yêu cầu điều khoản đặc biệt,SA-ATT-012,Not started,,SAKI Portal,Sửa đổi yêu cầu điều khoản đặc biệt,/saki/attendance/special-clause/:id/edit,,,派遣先ポータル,,申請された特別条項の適用内容を編集・変更する画面です。,<JP>
